Name,precision@1,precision@5,precision@10,precision@20,precision@30,recall@1,recall@5,recall@10,recall@20,recall@30
multisimilarity,1.0,0.6920000000000002,0.6104999999999999,0.5310000000000002,0.483,0.0169269738832384,0.05855841329126644,0.10333839067091569,0.17979916232921275,0.2452238119086964
triplet,1.0,0.22000000000000036,0.11600000000000027,0.06375000000000014,0.04683333333333325,0.0169269738832384,0.01861853610134598,0.019661501339225923,0.021641357977947195,0.023840039710527224
contrastive,1.0,0.21300000000000024,0.11400000000000016,0.06325000000000017,0.047833333333333235,0.0169269738832384,0.018053328571793276,0.01931069338212419,0.021425936959567963,0.024290363916791523
cosface,0.0,0.006999999999999999,0.004999999999999999,0.006250000000000002,0.006166666666666669,0.0,0.0005833333333333333,0.0008347457627118644,0.002090395480225989,0.0030932203389830524
softtriple,1.0,0.7,0.6294999999999998,0.5532500000000001,0.5011666666666666,0.0169269738832384,0.05919598748133268,0.10644422055651104,0.18720205474628152,0.25420071860124466
arcface,0.005,0.006,0.0055,0.004750000000000001,0.0045,8.333333333333333e-05,0.000501412429378531,0.0009209039548022599,0.0015935230024213074,0.0022747140352341985
proxyNCA,0.175,0.09399999999999992,0.07199999999999991,0.05500000000000004,0.04649999999999996,0.002951262240723292,0.007895516505842547,0.012118791325182184,0.018497184884010594,0.023457974008720617
