Name,precision@1,precision@5,precision@10,precision@20,precision@30,recall@1,recall@5,recall@10,recall@20,recall@30
multisimilarity,200.005,200.005,141.603,83.20100000000009,123.70249999999996,3.3771601248973697,6.8643652530620365,11.95812350819973,14.259813732472473,20.899789918355374
triplet,200.005,200.005,44.001000000000076,41.40100000000005,24.00100000000005,3.3771601248973697,6.8643652530620365,3.714517440705049,7.09769858639537,4.051275049628441
contrastive,200.005,200.005,43.601000000000056,41.80100000000005,23.100500000000043,3.3771601248973697,6.8643652530620365,3.681778814478465,7.1643652530620345,3.898727967020838
cosface,200.005,200.005,46.00100000000007,42.40100000000006,25.900500000000058,3.3771601248973697,6.8643652530620365,3.8840581832686456,7.268962954211461,4.3685214601048035
softtriple,200.005,200.005,142.80200000000008,86.80100000000007,128.20200000000006,3.3771601248973697,6.8643652530620365,12.065047051350412,14.857798287203654,21.657456781546514
arcface,1.0,1.0,1.0,0.6000000000000001,1.0999999999999999,0.016666666666666666,0.03333333333333333,0.08390804597701149,0.1,0.1839080459770115
proxyNCA,28.0,21.0,13.99999999999999,9.4,12.000499999999986,0.474928778843266,0.7198511855183519,1.1879384833248938,1.6217999861967365,2.0276198979636253
